"","locus","counts","chr","start","end","width","erv.call"
"CNV_Scaffold1486_1801-3900","CNV_Scaffold1486_1801-3900",11,"Scaffold1486",1801,3900,2099,"cPa356_cPa428"
"CNV_Scaffold1542_1-2700","CNV_Scaffold1542_1-2700",17,"Scaffold1542",1,2700,2699,"cPa419"
"CNV_Scaffold1545_1-2700","CNV_Scaffold1545_1-2700",3,"Scaffold1545",1,2700,2699,"cPa419"
"CNV_Scaffold1563_1-2400","CNV_Scaffold1563_1-2400",22,"Scaffold1563",1,2400,2399,"cPa356_cPa428"
"CNV_Scaffold1574_1-2100","CNV_Scaffold1574_1-2100",14,"Scaffold1574",1,2100,2099,"cPa356_cPa428"
"CNV_Scaffold1576_1-2100","CNV_Scaffold1576_1-2100",14,"Scaffold1576",1,2100,2099,"cPa356"
"CNV_Scaffold1578_1-2100","CNV_Scaffold1578_1-2100",7,"Scaffold1578",1,2100,2099,"cPa419"
"CNV_Scaffold1579_1-2100","CNV_Scaffold1579_1-2100",14,"Scaffold1579",1,2100,2099,"cPa428_cPa356"
"CNV_Scaffold1580_1-2100","CNV_Scaffold1580_1-2100",13,"Scaffold1580",1,2100,2099,"cPa356_cPa428"
"CNV_Scaffold1587_1-1800","CNV_Scaffold1587_1-1800",3,"Scaffold1587",1,1800,1799,"cPa356_cPa428"
"CNV_Scaffold400_1-3000","CNV_Scaffold400_1-3000",3,"Scaffold400",1,3000,2999,"cPa428_cPa356"
"CNV_Scaffold400_15601-29400","CNV_Scaffold400_15601-29400",26,"Scaffold400",15601,29400,13799,"cPa428_cPa356"
"CNV_Scaffold409_12901-27300","CNV_Scaffold409_12901-27300",75,"Scaffold409",12901,27300,14399,"cPa356"
"CNV_Scaffold41_18301-21600","CNV_Scaffold41_18301-21600",56,"Scaffold41",18301,21600,3299,"cPa434"
"CNV_Scaffold561_1-6600","CNV_Scaffold561_1-6600",22,"Scaffold561",1,6600,6599,"cPa356_cPa428"
"CNV_Scaffold1135_1-6300","CNV_Scaffold1135_1-6300",15,"Scaffold1135",1,6300,6299,"cPa356_cPa428"
"CNV_Scaffold535_1-8100","CNV_Scaffold535_1-8100",21,"Scaffold535",1,8100,8099,"cPa428_cPa356"
"CNV_Scaffold535_15001-20100","CNV_Scaffold535_15001-20100",28,"Scaffold535",15001,20100,5099,"cPa428_cPa356"
"CNV_Scaffold168_74101-88200","CNV_Scaffold168_74101-88200",61,"Scaffold168",74101,88200,14099,"cPa428"
"CNV_Scaffold881_1-5100","CNV_Scaffold881_1-5100",1,"Scaffold881",1,5100,5099,"cPa428_cPa356"
"CNV_Scaffold1449_1-4500","CNV_Scaffold1449_1-4500",83,"Scaffold1449",1,4500,4499,"cPa428_cPa356"
"CNV_Scaffold206_1-14100","CNV_Scaffold206_1-14100",32,"Scaffold206",1,14100,14099,"cPa356_cPa428"
"CNV_Scaffold206_51301-59400","CNV_Scaffold206_51301-59400",3,"Scaffold206",51301,59400,8099,"cPa428_cPa356"
"CNV_Scaffold883_8401-13500","CNV_Scaffold883_8401-13500",11,"Scaffold883",8401,13500,5099,"cPa356_cPa428"
"CNV_Scaffold270_29401-39600","CNV_Scaffold270_29401-39600",14,"Scaffold270",29401,39600,10199,"cPa356_cPa428"
"CNV_Scaffold354_15601-25800","CNV_Scaffold354_15601-25800",4,"Scaffold354",15601,25800,10199,"cPa419"
"CNV_Scaffold476_1-7800","CNV_Scaffold476_1-7800",17,"Scaffold476",1,7800,7799,"cPa428_cPa356"
"CNV_Scaffold476_15901-23700","CNV_Scaffold476_15901-23700",2,"Scaffold476",15901,23700,7799,"cPa428_cPa356"
"CNV_Scaffold499_1-3000","CNV_Scaffold499_1-3000",1,"Scaffold499",1,3000,2999,"cPa428_cPa356"
"CNV_Scaffold499_7201-22200","CNV_Scaffold499_7201-22200",6,"Scaffold499",7201,22200,14999,"cPa428_cPa356"
"CNV_Scaffold956_1-2700","CNV_Scaffold956_1-2700",11,"Scaffold956",1,2700,2699,"cPa428_cPa356"
"CNV_Scaffold958_1-11400","CNV_Scaffold958_1-11400",29,"Scaffold958",1,11400,11399,"cPa356_cPa428"
"CNV_Scaffold1000_6001-10500","CNV_Scaffold1000_6001-10500",42,"Scaffold1000",6001,10500,4499,"cPa428_cPa356"
"CNV_Scaffold1012_1-10200","CNV_Scaffold1012_1-10200",9,"Scaffold1012",1,10200,10199,"cPa356"
"CNV_Scaffold1055_1-5700","CNV_Scaffold1055_1-5700",8,"Scaffold1055",1,5700,5699,"cPa308"
"CNV_Scaffold1075_1-9000","CNV_Scaffold1075_1-9000",38,"Scaffold1075",1,9000,8999,"cPa428_cPa356"
"CNV_Scaffold1102_1-8700","CNV_Scaffold1102_1-8700",15,"Scaffold1102",1,8700,8699,"cPa356"
"CNV_Scaffold1173_1-7500","CNV_Scaffold1173_1-7500",17,"Scaffold1173",1,7500,7499,"cPa428_cPa356"
"CNV_Scaffold1197_1-7200","CNV_Scaffold1197_1-7200",9,"Scaffold1197",1,7200,7199,"cPa308"
"CNV_Scaffold1212_1-7200","CNV_Scaffold1212_1-7200",45,"Scaffold1212",1,7200,7199,"cPa163"
"CNV_Scaffold1243_1-6600","CNV_Scaffold1243_1-6600",11,"Scaffold1243",1,6600,6599,"cPa428_cPa356"
"CNV_Scaffold1264_2101-6600","CNV_Scaffold1264_2101-6600",19,"Scaffold1264",2101,6600,4499,"cPa419"
"CNV_Scaffold1270_1-6300","CNV_Scaffold1270_1-6300",15,"Scaffold1270",1,6300,6299,"cPa428_cPa356"
"CNV_Scaffold1436_1-2700","CNV_Scaffold1436_1-2700",3,"Scaffold1436",1,2700,2699,"cPa356_cPa428"
"CNV_Scaffold1523_1-3300","CNV_Scaffold1523_1-3300",10,"Scaffold1523",1,3300,3299,"cPa428_cPa356"
"CNV_Scaffold1538_1-3000","CNV_Scaffold1538_1-3000",4,"Scaffold1538",1,3000,2999,"cPa419"
"CNV_Scaffold327_1-12900","CNV_Scaffold327_1-12900",126,"Scaffold327",1,12900,12899,"cPa419"
"CNV_Scaffold572_1-10800","CNV_Scaffold572_1-10800",9,"Scaffold572",1,10800,10799,"cPa428_cPa356"
"CNV_Scaffold95_12601-27000","CNV_Scaffold95_12601-27000",9,"Scaffold95",12601,27000,14399,"cPa404_cPa174_cPa425_cPa392_cPa254_cPa47_cPa363"
"CNV_Scaffold95_92101-104700","CNV_Scaffold95_92101-104700",4,"Scaffold95",92101,104700,12599,"cPa434"
"CNV_Scaffold95_123301-129300","CNV_Scaffold95_123301-129300",1,"Scaffold95",123301,129300,5999,"cPa390_cPa205_cPa444_cPa62_cPa398"
"CNV_Scaffold1673_17701-29700","CNV_Scaffold1673_17701-29700",1,"Scaffold1673",17701,29700,11999,"cPa404_cPa392_cPa174_cPa425_cPa47_cPa254"
"CNV_Scaffold483_13501-23400","CNV_Scaffold483_13501-23400",10,"Scaffold483",13501,23400,9899,"cPa428_cPa356"
"CNV_Scaffold215_14401-21600","CNV_Scaffold215_14401-21600",66,"Scaffold215",14401,21600,7199,"cPa428_cPa356"
"CNV_Scaffold263_11701-19200","CNV_Scaffold263_11701-19200",1,"Scaffold263",11701,19200,7499,"cPa152_cPa109_cPa106_cPa505_cPa201_cPa424_cPa327_cPa16_cPa183_cPa223"
"CNV_Scaffold906_1-7200","CNV_Scaffold906_1-7200",20,"Scaffold906",1,7200,7199,"cPa356_cPa428"
"CNV_Scaffold917_1-5100","CNV_Scaffold917_1-5100",3,"Scaffold917",1,5100,5099,"cPa428_cPa356"
"CNV_Scaffold1029_1-5400","CNV_Scaffold1029_1-5400",5,"Scaffold1029",1,5400,5399,"cPa428_cPa356"
"CNV_Scaffold257_1-15000","CNV_Scaffold257_1-15000",35,"Scaffold257",1,15000,14999,"cPa356_cPa199_cPa273_cPa345_cPa227_cPa450"
"CNV_Scaffold257_29401-41100","CNV_Scaffold257_29401-41100",18,"Scaffold257",29401,41100,11699,"cPa356"
"CNV_Scaffold371_1-3600","CNV_Scaffold371_1-3600",1,"Scaffold371",1,3600,3599,"cPa356_cPa428"
"CNV_Scaffold371_4201-13500","CNV_Scaffold371_4201-13500",4,"Scaffold371",4201,13500,9299,"cPa428_cPa356"
"CNV_Scaffold371_24901-31500","CNV_Scaffold371_24901-31500",1,"Scaffold371",24901,31500,6599,"cPa428_cPa356"
"CNV_Scaffold1685_13201-25500","CNV_Scaffold1685_13201-25500",24,"Scaffold1685",13201,25500,12299,"cPa371"
"CNV_Scaffold298_1-2700","CNV_Scaffold298_1-2700",3,"Scaffold298",1,2700,2699,"cPa428_cPa356"
"CNV_Scaffold298_26401-36600","CNV_Scaffold298_26401-36600",10,"Scaffold298",26401,36600,10199,"cPa428_cPa356"
"CNV_Scaffold549_1-7500","CNV_Scaffold549_1-7500",13,"Scaffold549",1,7500,7499,"cPa428_cPa356"
"CNV_Scaffold562_1-10200","CNV_Scaffold562_1-10200",2,"Scaffold562",1,10200,10199,"cPa419"
"CNV_Scaffold124_1-14400","CNV_Scaffold124_1-14400",41,"Scaffold124",1,14400,14399,"cPa428_cPa356"
"CNV_Scaffold1704_14101-27000","CNV_Scaffold1704_14101-27000",4,"Scaffold1704",14101,27000,12899,"cPa447_cPa356_cPa434"
"CNV_Scaffold923_1-12600","CNV_Scaffold923_1-12600",18,"Scaffold923",1,12600,12599,"cPa438_cPa216_cPa515_cPa479_cPa255_cPa478_cPa131"
"CNV_Scaffold1223_1-6900","CNV_Scaffold1223_1-6900",4,"Scaffold1223",1,6900,6899,"cPa505"
"CNV_Scaffold221_1-9000","CNV_Scaffold221_1-9000",2,"Scaffold221",1,9000,8999,"cPa428_cPa356"
"CNV_Scaffold221_37201-52200","CNV_Scaffold221_37201-52200",45,"Scaffold221",37201,52200,14999,"cPa428_cPa356"
"CNV_Scaffold1708_1-7200","CNV_Scaffold1708_1-7200",37,"Scaffold1708",1,7200,7199,"cPa363_cPa456_cPa452"
"CNV_Scaffold660_2701-13200","CNV_Scaffold660_2701-13200",16,"Scaffold660",2701,13200,10499,"cPa450"
"CNV_Scaffold919_1-4800","CNV_Scaffold919_1-4800",19,"Scaffold919",1,4800,4799,"cPa428_cPa356"
"CNV_Scaffold943_1-3300","CNV_Scaffold943_1-3300",3,"Scaffold943",1,3300,3299,"cPa419"
"CNV_Scaffold284_23101-34800","CNV_Scaffold284_23101-34800",1,"Scaffold284",23101,34800,11699,"cPa428_cPa356"
"CNV_Scaffold340_19801-33600","CNV_Scaffold340_19801-33600",25,"Scaffold340",19801,33600,13799,"cPa356"
"CNV_Scaffold1701_17701-21900","CNV_Scaffold1701_17701-21900",37,"Scaffold1701",17701,21900,4199,"cPa358_cPa251_cPa583"
"CNV_Scaffold365_12001-25200","CNV_Scaffold365_12001-25200",13,"Scaffold365",12001,25200,13199,"cPa356_cPa428"
"CNV_Scaffold582_1-6900","CNV_Scaffold582_1-6900",38,"Scaffold582",1,6900,6899,"cPa428_cPa356"
"CNV_Scaffold582_9901-17700","CNV_Scaffold582_9901-17700",32,"Scaffold582",9901,17700,7799,"cPa356"
"CNV_Scaffold515_1-12900","CNV_Scaffold515_1-12900",22,"Scaffold515",1,12900,12899,"cPa428_cPa356"
"CNV_Scaffold1413_1-3300","CNV_Scaffold1413_1-3300",4,"Scaffold1413",1,3300,3299,"cPa392"
"CNV_Scaffold56_52501-56700","CNV_Scaffold56_52501-56700",1,"Scaffold56",52501,56700,4199,"cPa391"
"CNV_Scaffold399_7801-16200","CNV_Scaffold399_7801-16200",5,"Scaffold399",7801,16200,8399,"cPa428_cPa356"
"CNV_Scaffold672_5401-8700","CNV_Scaffold672_5401-8700",42,"Scaffold672",5401,8700,3299,"cPa428_cPa356"
"CNV_Scaffold114_1-15000","CNV_Scaffold114_1-15000",40,"Scaffold114",1,15000,14999,"cPa356"
"CNV_Scaffold1700_12901-24000","CNV_Scaffold1700_12901-24000",40,"Scaffold1700",12901,24000,11099,"cPa428_cPa356"
"CNV_Scaffold258_1-5100","CNV_Scaffold258_1-5100",1,"Scaffold258",1,5100,5099,"cPa356_cPa428"
"CNV_Scaffold258_25801-40800","CNV_Scaffold258_25801-40800",11,"Scaffold258",25801,40800,14999,"cPa428_cPa356"
"CNV_Scaffold77_1-4200","CNV_Scaffold77_1-4200",10,"Scaffold77",1,4200,4199,"cPa199_cPa450_cPa345_cPa227_cPa553"
"CNV_Scaffold218_1-3300","CNV_Scaffold218_1-3300",285,"Scaffold218",1,3300,3299,"cPa356_cPa428"
"CNV_Scaffold296_1-10800","CNV_Scaffold296_1-10800",115,"Scaffold296",1,10800,10799,"cPa356"
"CNV_Scaffold296_13801-22500","CNV_Scaffold296_13801-22500",112,"Scaffold296",13801,22500,8699,"cPa356"
"CNV_Scaffold240_1-14100","CNV_Scaffold240_1-14100",51,"Scaffold240",1,14100,14099,"cPa356"
"CNV_Scaffold135_18301-22800","CNV_Scaffold135_18301-22800",7,"Scaffold135",18301,22800,4499,"cPa356"
"CNV_Scaffold180_69301-75000","CNV_Scaffold180_69301-75000",13,"Scaffold180",69301,75000,5699,"cPa419"
"CNV_Scaffold126_6301-12900","CNV_Scaffold126_6301-12900",37,"Scaffold126",6301,12900,6599,"cPa356"
"CNV_Scaffold868_1-3600","CNV_Scaffold868_1-3600",5,"Scaffold868",1,3600,3599,"cPa428_cPa356"
"CNV_Scaffold1103_1-3000","CNV_Scaffold1103_1-3000",4,"Scaffold1103",1,3000,2999,"cPa428_cPa356"
"CNV_Scaffold191_7201-10800","CNV_Scaffold191_7201-10800",4,"Scaffold191",7201,10800,3599,"cPa419"
"CNV_Scaffold191_11401-21600","CNV_Scaffold191_11401-21600",1,"Scaffold191",11401,21600,10199,"cPa419"
"CNV_Scaffold256_21901-27000","CNV_Scaffold256_21901-27000",1,"Scaffold256",21901,27000,5099,"cPa419"
"CNV_Scaffold294_7201-10500","CNV_Scaffold294_7201-10500",1,"Scaffold294",7201,10500,3299,"cPa419"
"CNV_Scaffold294_20101-24300","CNV_Scaffold294_20101-24300",1,"Scaffold294",20101,24300,4199,"cPa419"
"CNV_Scaffold321_29401-34500","CNV_Scaffold321_29401-34500",23,"Scaffold321",29401,34500,5099,"cPa419"
"CNV_Scaffold591_8701-11100","CNV_Scaffold591_8701-11100",4,"Scaffold591",8701,11100,2399,"cPa428_cPa356"
"CNV_Scaffold615_12901-15900","CNV_Scaffold615_12901-15900",2,"Scaffold615",12901,15900,2999,"cPa419"
"CNV_Scaffold927_9001-12600","CNV_Scaffold927_9001-12600",1,"Scaffold927",9001,12600,3599,"cPa419"
"CNV_Scaffold664_8401-12300","CNV_Scaffold664_8401-12300",17,"Scaffold664",8401,12300,3899,"cPa392"
"CNV_Scaffold942_9001-12000","CNV_Scaffold942_9001-12000",6,"Scaffold942",9001,12000,2999,"cPa419"
"CNV_Scaffold1147_1-3300","CNV_Scaffold1147_1-3300",14,"Scaffold1147",1,3300,3299,"cPa419"
"CNV_Scaffold1306_1-6000","CNV_Scaffold1306_1-6000",3,"Scaffold1306",1,6000,5999,"cPa419"
"CNV_Scaffold1317_1-6000","CNV_Scaffold1317_1-6000",6,"Scaffold1317",1,6000,5999,"cPa356_cPa428"
"CNV_Scaffold1354_1-5700","CNV_Scaffold1354_1-5700",7,"Scaffold1354",1,5700,5699,"cPa419"
"CNV_Scaffold1355_1-5700","CNV_Scaffold1355_1-5700",3,"Scaffold1355",1,5700,5699,"cPa419"
"CNV_Scaffold1455_1-4500","CNV_Scaffold1455_1-4500",5,"Scaffold1455",1,4500,4499,"cPa419"
"CNV_Scaffold1504_1-3600","CNV_Scaffold1504_1-3600",10,"Scaffold1504",1,3600,3599,"cPa419"
"CNV_Scaffold1010_1-4200","CNV_Scaffold1010_1-4200",10,"Scaffold1010",1,4200,4199,"cPa419"
"CNV_Scaffold708_1-7200","CNV_Scaffold708_1-7200",7,"Scaffold708",1,7200,7199,"cPa356"
"CNV_Scaffold374_1-7500","CNV_Scaffold374_1-7500",156,"Scaffold374",1,7500,7499,"cPa356_cPa428"
"CNV_Scaffold887_1801-13500","CNV_Scaffold887_1801-13500",12,"Scaffold887",1801,13500,11699,"cPa435_cPa193_cPa518_cPa523_cPa308"
"CNV_Scaffold214_27301-35400","CNV_Scaffold214_27301-35400",4,"Scaffold214",27301,35400,8099,"cPa227_cPa357"
"CNV_Scaffold214_50101-55800","CNV_Scaffold214_50101-55800",6,"Scaffold214",50101,55800,5699,"cPa356_cPa552"
"CNV_Scaffold493_11101-22500","CNV_Scaffold493_11101-22500",2,"Scaffold493",11101,22500,11399,"cPa428_cPa356"
"CNV_Scaffold968_1-11400","CNV_Scaffold968_1-11400",3,"Scaffold968",1,11400,11399,"cPa443_cPa118_cPa125_cPa268_cPa264_cPa248_cPa140_cPa15_cPa516_cPa61"
"CNV_Scaffold1091_1-9000","CNV_Scaffold1091_1-9000",8,"Scaffold1091",1,9000,8999,"cPa61_cPa205_cPa273_cPa345_cPa227_cPa199"
"CNV_Scaffold1121_1-8400","CNV_Scaffold1121_1-8400",4,"Scaffold1121",1,8400,8399,"cPa357_cPa264_cPa268_cPa248_cPa443_cPa118_cPa140_cPa15_cPa125_cPa516_cPa61"
"CNV_Scaffold767_1-3600","CNV_Scaffold767_1-3600",14,"Scaffold767",1,3600,3599,"cPa434"
"CNV_Scaffold1015_1501-8100","CNV_Scaffold1015_1501-8100",3,"Scaffold1015",1501,8100,6599,"cPa61_cPa118_cPa264_cPa268_cPa248_cPa443_cPa140_cPa15_cPa125_cPa516_cPa119"
"CNV_Scaffold393_1-5400","CNV_Scaffold393_1-5400",3,"Scaffold393",1,5400,5399,"cPa404_cPa254_cPa47_cPa392_cPa425"
"CNV_Scaffold235_35401-46800","CNV_Scaffold235_35401-46800",35,"Scaffold235",35401,46800,11399,"cPa356"
"CNV_Scaffold261_1-5700","CNV_Scaffold261_1-5700",3,"Scaffold261",1,5700,5699,"cPa428_cPa356"
"CNV_Scaffold286_23101-37500","CNV_Scaffold286_23101-37500",38,"Scaffold286",23101,37500,14399,"cPa428"
"CNV_Scaffold650_7501-14100","CNV_Scaffold650_7501-14100",8,"Scaffold650",7501,14100,6599,"cPa434"
"CNV_Scaffold324_20401-34500","CNV_Scaffold324_20401-34500",41,"Scaffold324",20401,34500,14099,"cPa356_cPa428"
"CNV_Scaffold175_1501-16500","CNV_Scaffold175_1501-16500",3,"Scaffold175",1501,16500,14999,"cPa356_cPa428"
"CNV_Scaffold89_6901-13800","CNV_Scaffold89_6901-13800",2,"Scaffold89",6901,13800,6899,"cPa434_cPa447"
"CNV_Scaffold722_1-5400","CNV_Scaffold722_1-5400",4,"Scaffold722",1,5400,5399,"cPa356"
"CNV_Scaffold304_28801-36000","CNV_Scaffold304_28801-36000",6,"Scaffold304",28801,36000,7199,"cPa428_cPa356"
"CNV_Scaffold353_3301-13200","CNV_Scaffold353_3301-13200",28,"Scaffold353",3301,13200,9899,"cPa356"
"CNV_Scaffold522_1-4200","CNV_Scaffold522_1-4200",3,"Scaffold522",1,4200,4199,"cPa419"
"CNV_Scaffold1450_1-4500","CNV_Scaffold1450_1-4500",4,"Scaffold1450",1,4500,4499,"cPa308"
"CNV_Scaffold1754_13501-25800","CNV_Scaffold1754_13501-25800",5,"Scaffold1754",13501,25800,12299,"cPa402_cPa74_cPa539"
"CNV_Scaffold608_1-9600","CNV_Scaffold608_1-9600",255,"Scaffold608",1,9600,9599,"cPa356_cPa428"
"CNV_Scaffold608_10201-16500","CNV_Scaffold608_10201-16500",255,"Scaffold608",10201,16500,6299,"cPa428_cPa356"
"CNV_Scaffold467_1-12000","CNV_Scaffold467_1-12000",2,"Scaffold467",1,12000,11999,"cPa419"
"CNV_Scaffold971_1-5400","CNV_Scaffold971_1-5400",5,"Scaffold971",1,5400,5399,"cPa356"
"CNV_Scaffold1115_1-8400","CNV_Scaffold1115_1-8400",3,"Scaffold1115",1,8400,8399,"cPa428_cPa356"
"CNV_Scaffold879_6901-13500","CNV_Scaffold879_6901-13500",2,"Scaffold879",6901,13500,6599,"cPa419"
"CNV_Scaffold891_4501-13200","CNV_Scaffold891_4501-13200",3,"Scaffold891",4501,13200,8699,"cPa419"
"CNV_Scaffold253_1-7500","CNV_Scaffold253_1-7500",42,"Scaffold253",1,7500,7499,"cPa356"
"CNV_Scaffold511_11401-21600","CNV_Scaffold511_11401-21600",2,"Scaffold511",11401,21600,10199,"cPa419"
"CNV_Scaffold44_1-5400","CNV_Scaffold44_1-5400",1,"Scaffold44",1,5400,5399,"cPa339"
"CNV_Scaffold553_1-6600","CNV_Scaffold553_1-6600",30,"Scaffold553",1,6600,6599,"cPa356_cPa428"
"CNV_Scaffold553_7201-19200","CNV_Scaffold553_7201-19200",30,"Scaffold553",7201,19200,11999,"cPa356_cPa428"
"CNV_Scaffold141_107701-117300","CNV_Scaffold141_107701-117300",3,"Scaffold141",107701,117300,9599,"cPa419"
"CNV_Scaffold141_155401-159300","CNV_Scaffold141_155401-159300",2,"Scaffold141",155401,159300,3899,"cPa419"
"CNV_Scaffold193_1-3300","CNV_Scaffold193_1-3300",4,"Scaffold193",1,3300,3299,"cPa419"
"CNV_Scaffold311_1-3300","CNV_Scaffold311_1-3300",1,"Scaffold311",1,3300,3299,"cPa419"
"CNV_Scaffold328_14401-26100","CNV_Scaffold328_14401-26100",2,"Scaffold328",14401,26100,11699,"cPa419"
"CNV_Scaffold464_15601-24900","CNV_Scaffold464_15601-24900",1,"Scaffold464",15601,24900,9299,"cPa419"
"CNV_Scaffold510_1-5400","CNV_Scaffold510_1-5400",6,"Scaffold510",1,5400,5399,"cPa419"
"CNV_Scaffold598_13201-16500","CNV_Scaffold598_13201-16500",1,"Scaffold598",13201,16500,3299,"cPa419"
"CNV_Scaffold941_1-12000","CNV_Scaffold941_1-12000",4,"Scaffold941",1,12000,11999,"cPa75_cPa260_cPa305_cPa196_cPa424_cPa433_cPa425_cPa459_cPa308_cPa327"
"CNV_Scaffold1396_1-2400","CNV_Scaffold1396_1-2400",7,"Scaffold1396",1,2400,2399,"cPa428_cPa356"
"CNV_Scaffold394_1-15000","CNV_Scaffold394_1-15000",3,"Scaffold394",1,15000,14999,"cPa419"
"CNV_Scaffold394_20101-23100","CNV_Scaffold394_20101-23100",11,"Scaffold394",20101,23100,2999,"cPa419"
"CNV_Scaffold1222_1-6900","CNV_Scaffold1222_1-6900",1,"Scaffold1222",1,6900,6899,"cPa308"
"CNV_Scaffold283_14401-28800","CNV_Scaffold283_14401-28800",1,"Scaffold283",14401,28800,14399,"cPa419"
"CNV_Scaffold605_1-11100","CNV_Scaffold605_1-11100",207,"Scaffold605",1,11100,11099,"cPa356_cPa428"
"CNV_Scaffold98_1-6600","CNV_Scaffold98_1-6600",1,"Scaffold98",1,6600,6599,"HERV-F_repbase_HERVFH19I_LTR19A_cPa434"
"CNV_Scaffold211_22801-35400","CNV_Scaffold211_22801-35400",102,"Scaffold211",22801,35400,12599,"cPa356_cPa428"
"CNV_Scaffold1042_6301-9900","CNV_Scaffold1042_6301-9900",5,"Scaffold1042",6301,9900,3599,"cPa428_cPa356"
"CNV_Scaffold178_7201-11400","CNV_Scaffold178_7201-11400",4,"Scaffold178",7201,11400,4199,"cPa419"
"CNV_Scaffold619_7801-15900","CNV_Scaffold619_7801-15900",38,"Scaffold619",7801,15900,8099,"cPa419"
"CNV_Scaffold68_45001-53700","CNV_Scaffold68_45001-53700",7,"Scaffold68",45001,53700,8699,"cPa434"
"CNV_Scaffold676_1-10200","CNV_Scaffold676_1-10200",1,"Scaffold676",1,10200,10199,"cPa152_cPa109_cPa106_cPa505_cPa201_HERV-ADP_repbase_HERVP71A_I_LTR71A"
"CNV_Scaffold123_4801-10200","CNV_Scaffold123_4801-10200",6,"Scaffold123",4801,10200,5399,"cPa428_cPa356"
"CNV_Scaffold556_6901-19200","CNV_Scaffold556_6901-19200",188,"Scaffold556",6901,19200,12299,"cPa356"
"CNV_Scaffold1269_1-6300","CNV_Scaffold1269_1-6300",3,"Scaffold1269",1,6300,6299,"cPa419"
"CNV_Scaffold187_1-6900","CNV_Scaffold187_1-6900",18,"Scaffold187",1,6900,6899,"cPa428_cPa356"
"CNV_Scaffold363_18001-27000","CNV_Scaffold363_18001-27000",2,"Scaffold363",18001,27000,8999,"cPa428_cPa356"
"CNV_Scaffold983_1-11100","CNV_Scaffold983_1-11100",1,"Scaffold983",1,11100,11099,"cPa450_cPa333_cPa323_cPa50"
"CNV_Scaffold238_30601-37200","CNV_Scaffold238_30601-37200",79,"Scaffold238",30601,37200,6599,"cPa428_cPa356"
"CNV_Scaffold486_1-8400","CNV_Scaffold486_1-8400",175,"Scaffold486",1,8400,8399,"cPa428_cPa356"
"CNV_Scaffold228_21901-32400","CNV_Scaffold228_21901-32400",1,"Scaffold228",21901,32400,10499,"cPa363_cPa452_cPa176_cPa449_cPa174_cPa270_cPa456"
"CNV_Scaffold612_5401-15900","CNV_Scaffold612_5401-15900",3,"Scaffold612",5401,15900,10499,"cPa140_cPa125_cPa61_cPa443_cPa363_cPa452_cPa456_cPa308"
"CNV_Scaffold90_66901-73500","CNV_Scaffold90_66901-73500",3,"Scaffold90",66901,73500,6599,"cPa443_cPa264_cPa268_cPa248_cPa118_cPa140_cPa15_cPa125_cPa61"
"CNV_Scaffold326_27301-34200","CNV_Scaffold326_27301-34200",65,"Scaffold326",27301,34200,6899,"cPa428_cPa356"
"CNV_Scaffold1109_6001-8700","CNV_Scaffold1109_6001-8700",4,"Scaffold1109",6001,8700,2699,"cPa428"
